model,outer_seed,fold,condition,ac_auroc,eligible_pairs,positives,negatives,participating_positives,participating_negatives,auroc,auroc_pairs,source_file
p4_legacy_best_val_ac,29,1,same_site,0.7531486146095718,397,22,223,18,200,0.7385291246339082,3073,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,1,cross_site,0.7926829268292683,164,22,223,18,97,0.8019639934533551,1833,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,1,site_I0006,0.8181818181818182,22,7,34,4,13,0.7394957983193278,238,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,1,site_S0001,0.7493333333333333,375,15,189,14,187,0.7384479717813052,2835,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,overall,0.7112299465240641,561,22,223,21,222,0.7052588666938443,4906,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,same_site,0.7178841309823678,397,22,223,18,200,0.6950862349495607,3073,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,cross_site,0.6951219512195121,164,22,223,18,97,0.7223131478450627,1833,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,site_I0006,0.7727272727272727,22,7,34,4,13,0.6302521008403361,238,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,1,site_S0001,0.7146666666666667,375,15,189,14,187,0.7005291005291006,2835,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/fixed_epoch6_outer_holdout_logits.csv
p3_demo10,29,2,overall,0.38029465930018413,543,21,223,21,142,0.7225069399957292,4683,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_demo10,29,2,same_site,0.39766081871345027,342,21,223,21,113,0.7524348099277411,3183,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_demo10,29,2,cross_site,0.35074626865671643,201,21,223,21,88,0.659,1500,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_demo10,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_demo10,29,2,site_I0006,0.4423076923076923,26,5,35,5,13,0.6257142857142857,175,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_demo10,29,2,site_S0001,0.3939873417721519,316,16,188,16,100,0.7598071808510638,3008,output/p3_v2/cv/seed29/fold2/P3_demo10_holdout.csv
p3_compact30,29,2,overall,0.5340699815837937,543,21,223,21,142,0.7273115524236601,4683,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact30,29,2,same_site,0.43859649122807015,342,21,223,21,113,0.7266729500471254,3183,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact30,29,2,cross_site,0.6965174129353234,201,21,223,21,88,0.7286666666666667,1500,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact30,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact30,29,2,site_I0006,0.6538461538461539,26,5,35,5,13,0.6742857142857143,175,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact30,29,2,site_S0001,0.4208860759493671,316,16,188,16,100,0.729720744680851,3008,output/p3_v2/cv/seed29/fold2/P3_compact30_holdout.csv
p3_compact35,29,2,overall,0.5267034990791897,543,21,223,21,142,0.7238949391415759,4683,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_compact35,29,2,same_site,0.4298245614035088,342,21,223,21,113,0.7238454288407163,3183,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_compact35,29,2,cross_site,0.6915422885572139,201,21,223,21,88,0.724,1500,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_compact35,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_compact35,29,2,site_I0006,0.6538461538461539,26,5,35,5,13,0.6685714285714286,175,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_compact35,29,2,site_S0001,0.41139240506329117,316,16,188,16,100,0.727061170212766,3008,output/p3_v2/cv/seed29/fold2/P3_compact35_holdout.csv
p3_global59,29,2,overall,0.5561694290976059,543,21,223,21,142,0.7181294042280589,4683,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_global59,29,2,same_site,0.4824561403508772,342,21,223,21,113,0.7159912032673579,3183,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_global59,29,2,cross_site,0.681592039800995,201,21,223,21,88,0.7226666666666667,1500,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_global59,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_global59,29,2,site_I0006,0.6923076923076923,26,5,35,5,13,0.6971428571428572,175,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_global59,29,2,site_S0001,0.4651898734177215,316,16,188,16,100,0.7170877659574468,3008,output/p3_v2/cv/seed29/fold2/P3_global59_holdout.csv
p3_stage155,29,2,overall,0.4732965009208103,543,21,223,21,142,0.6828955797565663,4683,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p3_stage155,29,2,same_site,0.39473684210526316,342,21,223,21,113,0.6820609487904492,3183,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p3_stage155,29,2,cross_site,0.6069651741293532,201,21,223,21,88,0.6846666666666666,1500,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p3_stage155,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p3_stage155,29,2,site_I0006,0.6153846153846154,26,5,35,5,13,0.6685714285714286,175,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p3_stage155,29,2,site_S0001,0.37658227848101267,316,16,188,16,100,0.682845744680851,3008,output/p3_v2/cv/seed29/fold2/P3_stage155_holdout.csv
p4_legacy_best_val_ac,29,2,overall,0.6887661141804788,543,21,223,21,142,0.7535767670296818,4683,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,2,same_site,0.7017543859649122,342,21,223,21,113,0.7885642475651901,3183,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,2,cross_site,0.6666666666666666,201,21,223,21,88,0.6793333333333333,1500,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,2,site_I0006,0.4230769230769231,26,5,35,5,13,0.4,175,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,2,site_S0001,0.7246835443037974,316,16,188,16,100,0.8111702127659575,3008,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,overall,0.7016574585635359,543,21,223,21,142,0.7458893871449925,4683,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,same_site,0.6695906432748538,342,21,223,21,113,0.7527489789506755,3183,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,cross_site,0.7562189054726368,201,21,223,21,88,0.7313333333333333,1500,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,site_I0006,0.5,26,5,35,5,13,0.5142857142857142,175,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,2,site_S0001,0.6835443037974683,316,16,188,16,100,0.7666223404255319,3008,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold2/fixed_epoch6_outer_holdout_logits.csv
